-0.169,0.08,1.033,0
-0.128,0.089,0.989,1
-0.108,0.063,0.968,2
-0.129,0.039,0.994,3
-0.148,0.037,1.023,4
-0.132,0.044,1.026,5
-0.117,0.026,0.988,6
-0.2,0.008,1.021,7
-0.076,0.031,0.988,8
-0.075,0.035,0.96,9
-0.089,0.017,0.968,10
-0.088,0.021,1.002,11
-0.084,0.025,1.004,12
-0.1,0.003,0.979,13
-0.103,0.026,0.999,14
-0.1,0.021,0.959,15
-0.089,0.033,0.996,16
-0.114,0.034,1.026,17
-0.159,0.024,1.008,18
-0.136,0.013,1.011,19
-0.173,0.016,1.063,20
0.115,0.018,0.797,21
-0.079,0.158,1.189,22
-0.068,0.034,1.237,23
-0.138,-0.226,1.349,24
-0.106,-0.161,1.449,25
-0.014,-0.003,1.316,26
-0.049,-0.049,1.03,27
-0.095,0.009,0.85,28
-0.127,0.103,0.634,29
-0.155,0.128,0.422,30
-0.176,0.124,0.156,31
-0.228,0.107,0.07,32
-0.226,-0.092,0.272,33
-0.155,-0.125,0.643,34
-0.065,-0.01,1.132,35
-0.054,-0.058,1.553,36
-0.057,0.029,1.684,37
-0.437,-0.279,1.099,38
-0.126,-0.048,1.69,39
-0.293,-0.135,1.375,40
-0.15,-0.082,1.363,41
-0.088,-0.037,1.251,42
-0.048,-0.006,1.179,43
-0.056,0,1.007,44
-0.118,0.03,0.808,45
-0.078,0.08,0.519,46
-0.12,0.104,0.261,47
-0.173,0.062,0.164,48
-0.192,0.013,0.138,49
-0.118,-0.026,0.198,50
-0.121,0.019,0.513,51
-0.073,0.067,0.977,52
-0.051,0.053,1.435,53
-0.076,-0.038,1.739,54
-0.135,-0.078,1.874,55
-0.18,-0.068,1.929,56
-0.149,-0.047,1.732,57
-0.16,-0.036,1.42,58
-0.123,0.008,1.2,59
-0.054,0.034,0.979,60
-0.051,0.063,0.823,61
-0.077,0.051,0.553,62
-0.136,0.03,0.333,63
-0.127,0.054,0.166,64
-0.152,0.083,0.13,65
-0.097,0.069,0.175,66
-0.076,0.078,0.358,67
-0.038,0.146,0.701,68
-0.077,0.104,1.115,69
-0.165,-0.004,1.454,70
-0.189,-0.141,1.845,71
-0.177,-0.064,1.941,72
-0.119,0.031,1.808,73
-0.159,-0.081,1.609,74
-0.142,-0.13,1.383,75
-0.093,-0.044,1.141,76
-0.031,0.013,0.968,77
-0.02,0.056,0.805,78
-0.067,0.039,0.554,79
-0.138,0.063,0.392,80
-0.137,0.085,0.299,81
-0.124,0.042,0.251,82
-0.169,0.055,0.259,83
-0.127,0.117,0.431,84
-0.119,0.129,0.708,85
-0.116,0.115,1.032,86
-0.156,-0.006,1.454,87
-0.216,-0.024,1.667,88
-0.175,0.009,1.876,89
-0.182,-0.065,1.865,90
-0.191,-0.08,1.63,91
-0.141,-0.017,1.374,92
-0.149,0.078,1.084,93
-0.084,0.08,0.893,94
-0.099,0.075,0.71,95
-0.097,0.083,0.596,96
-0.096,0.078,0.469,97
-0.089,0.067,0.378,98
-0.104,0.056,0.334,99
-0.115,0.089,0.341,100
-0.092,0.1,0.459,101
-0.088,0.099,0.682,102
-0.096,0.095,0.963,103
-0.142,0.078,1.222,104
-0.208,0.05,1.574,105
-0.217,0.021,1.842,106
-0.192,0.032,1.912,107
-0.191,0.015,1.733,108
-0.164,0.021,1.43,109
-0.124,0.04,1.158,110
-0.08,0.094,0.899,111
-0.09,0.112,0.667,112
-0.097,0.083,0.481,113
-0.078,0.082,0.348,114
-0.127,0.079,0.197,115
-0.125,0.069,0.172,116
-0.085,0.084,0.36,117
-0.067,0.146,0.716,118
-0.096,0.144,1.128,119
-0.09,0.037,1.593,120
-0.107,-0.111,1.895,121
-0.076,-0.134,1.956,122
-0.126,-0.167,1.752,123
-0.134,-0.127,1.486,124
-0.107,-0.034,1.221,125
-0.079,0.066,0.977,126
-0.091,0.107,0.758,127
-0.121,0.095,0.565,128
-0.155,0.071,0.399,129
-0.159,0.073,0.278,130
-0.134,0.055,0.241,131
-0.143,0.009,0.278,132
-0.074,0.033,0.406,133
-0.09,0.066,0.606,134
-0.121,0.113,0.96,135
-0.168,0.048,1.366,136
-0.168,0.011,1.809,137
-0.124,0.025,1.999,138
-0.14,0.026,1.977,139
-0.152,-0.013,1.662,140
-0.191,-0.046,1.322,141
-0.106,0.079,1.059,142
-0.235,-0.016,0.795,143
-0.137,0.112,0.614,144
-0.141,0.067,0.515,145
-0.139,0.011,0.396,146
-0.113,0.033,0.272,147
-0.095,0.091,0.288,148
-0.117,0.088,0.362,149
-0.079,0.188,0.561,150
-0.102,0.3,0.89,151
-0.146,0.23,1.222,152
-0.179,0.099,1.535,153
-0.142,0.037,1.747,154
-0.092,-0.016,1.857,155
-0.091,-0.056,1.731,156
-0.103,-0.016,1.499,157
-0.117,0.042,1.242,158
-0.092,0.077,1.027,159
-0.076,0.082,0.834,160
-0.088,0.055,0.691,161
-0.095,0.037,0.551,162
-0.089,0.056,0.485,163
-0.095,0.027,0.39,164
-0.092,0.024,0.363,165
-0.079,0.06,0.383,166
-0.043,0.082,0.496,167
-0.093,0.067,0.712,168
-0.159,0.083,1.024,169
-0.168,0.049,1.342,170
-0.123,-0.067,1.647,171
-0.106,-0.196,1.801,172
-0.064,-0.188,1.754,173
-0.061,-0.175,1.564,174
-0.063,-0.092,1.343,175
-0.064,0.012,1.128,176
-0.042,0.074,0.965,177
-0.055,0.094,0.817,178
-0.094,0.049,0.721,179
-0.105,0.025,0.615,180
-0.112,0.044,0.516,181
-0.126,0.035,0.43,182
-0.123,0.05,0.421,183
-0.121,0.057,0.495,184
-0.105,0.049,0.646,185
-0.115,0.014,0.835,186
-0.133,0.02,1.004,187
-0.131,0.025,1.196,188
-0.149,0.04,1.386,189
-0.183,0.075,1.633,190
-0.171,0.026,1.741,191
-0.15,-0.037,1.738,192
-0.16,-0.14,1.544,193
-0.117,-0.087,1.34,194
-0.107,-0.03,1.093,195
-0.082,0.074,0.813,196
-0.057,0.097,0.647,197
-0.073,0.078,0.532,198
-0.021,0.083,0.447,199
